1,0,5,0,0,1000,3,5,0,0,0,10,0,0,1,3,0,0,1,0,0,1,0,0,0,1,0,-1,3,-1,0,0,1,-1,0,-1,0,0,-1,1,-1,0,0,-3,0,-3,0,-1,0,0,0,0,0,-1000,-5,0,0,3,-3,0,0,0,-3,0,0,-1221
0,0,5,0,0,1000,3,5,0,0,0,10,0,0,1,3,0,0,1,0,0,1,0,0,0,1,0,-1,0,-1,0,0,1,-1,0,-1,0,0,-1,1,-1,0,0,-3,0,-3,3,-1,0,0,0,0,0,-1000,-5,0,0,3,-3,0,0,0,-3,0,0,-1221
1,0,5,0,0,1000,3,5,0,0,0,10,0,0,1,3,0,0,1,0,0,1,0,0,0,1,0,-1,0,-1,0,0,1,-1,0,-1,0,0,-1,1,-1,0,0,-3,0,-3,-5,-1,0,0,0,0,0,-1000,0,0,0,3,-3,0,0,0,-3,0,0,-1239
0,0,5,0,0,1000,3,5,0,0,0,10,0,0,1,3,0,0,1,0,0,1,0,0,0,1,0,-1,0,-1,0,0,1,-1,0,-1,0,0,-1,0,-1,0,0,-3,0,-3,1,-1,0,0,0,0,0,-1000,0,0,0,3,-3,0,0,0,-3,0,0,-1251
1,0,5,0,0,1000,3,5,0,0,0,10,0,0,1,3,0,0,1,0,0,1,0,0,0,1,0,-1,0,-1,0,0,1,-1,0,-1,0,0,-1,0,-1,0,0,-3,0,-3,-1000,-1,0,0,0,0,0,0,0,0,0,3,-3,0,0,0,-3,0,0,-1310
0,0,5,0,0,1000,3,5,0,0,10,0,0,0,1,3,0,0,1,0,0,1,0,0,0,1,0,-1,0,-1,0,0,1,-1,0,-1,0,0,-1,0,-1,0,0,-3,0,-3,-1000,-1,0,0,0,0,0,0,0,0,0,3,-3,0,0,0,-3,0,0,-1242
1,0,5,0,0,1000,3,5,0,0,10,0,0,0,1,3,0,0,1,0,0,1,0,0,0,1,0,-1,0,-1,0,0,1,-1,0,-1,0,0,-1,0,-1,0,0,-3,0,-3,0,-1,0,0,0,0,0,0,-1000,0,0,3,-3,0,0,0,-3,0,0,-1251
0,0,5,0,0,1000,3,5,0,0,10,0,0,0,1,3,0,0,1,0,0,1,0,0,0,1,0,-1,0,-1,0,0,1,-1,0,-1,0,0,-1,0,-1,0,0,-3,0,-3,0,-1,0,0,0,3,0,0,-1000,0,0,0,-3,0,0,0,-3,0,0,-1207
1,0,5,0,0,1000,3,5,0,0,10,0,0,0,1,3,0,0,1,0,0,1,0,0,0,1,0,-1,0,-1,0,0,1,-1,0,-1,0,0,-1,0,-1,0,0,-3,0,-3,0,-1,0,0,0,3,0,0,-1000,-3,0,0,-3,0,0,0,0,0,0,-1256
0,0,5,0,0,1000,3,5,0,0,0,0,0,10,1,3,0,0,1,0,0,1,0,0,0,1,0,-1,0,-1,0,0,1,-1,0,-1,0,0,-1,0,-1,0,0,-3,0,-3,0,-1,0,0,0,3,0,0,-1000,-3,0,0,-3,0,0,0,0,0,0,-1201
1,0,5,0,0,1000,3,5,0,0,0,0,0,10,1,3,0,0,1,0,0,1,0,0,0,1,0,-1,0,-1,0,0,1,-1,0,-1,0,-3,-1,0,-1,0,0,0,0,-3,0,-1,0,0,0,3,0,0,-1000,-3,0,0,-3,0,0,0,0,0,0,-1260
0,0,5,0,0,1000,3,5,0,0,0,0,0,10,1,3,0,0,1,0,0,1,0,0,0,1,0,-1,0,-1,0,0,1,-1,0,-1,0,-3,-1,0,-1,0,0,0,0,3,0,-1,0,0,0,0,0,0,-1000,-3,0,0,-3,0,0,0,0,0,0,-1303
1,0,5,0,0,1000,3,5,0,0,0,0,0,10,1,3,0,0,1,-1,0,1,0,0,0,1,0,0,0,-1,0,0,1,-1,0,-1,0,-3,-1,0,-1,0,0,0,0,3,0,-1,0,0,0,0,0,0,-1000,-3,0,0,-3,0,0,0,0,0,0,-1278
0,0,5,0,0,1000,3,5,0,0,0,0,0,0,1,3,0,0,1,-1,0,1,0,0,0,1,0,0,0,-1,0,0,1,-1,10,-1,0,-3,-1,0,-1,0,0,0,0,3,0,-1,0,0,0,0,0,0,-1000,-3,0,0,-3,0,0,0,0,0,0,-1326
1,0,5,0,0,1000,3,5,0,0,0,-1,0,0,1,3,0,0,1,0,0,1,0,0,0,1,0,0,0,-1,0,0,1,-1,10,-1,0,-3,-1,0,-1,0,0,0,0,3,0,-1,0,0,0,0,0,0,-1000,-3,0,0,-3,0,0,0,0,0,0,-1421
0,0,0,5,0,1000,3,5,0,0,0,-1,0,0,1,3,0,0,1,0,0,1,0,0,0,1,0,0,0,-1,0,0,1,-1,10,-1,0,-3,-1,0,-1,0,0,0,0,3,0,-1,0,0,0,0,0,0,-1000,-3,0,0,-3,0,0,0,0,0,0,-1324
1,0,0,5,0,1000,3,5,0,0,0,-1,0,0,1,3,0,0,1,0,0,1,0,0,0,1,0,0,0,-1,0,0,1,-1,10,-1,0,-3,-1,0,-1,0,0,0,0,3,0,-1,0,0,0,0,-3,0,-1000,-3,0,0,0,0,0,0,0,0,0,-1385
